depth;name;parent_code_kemendagri;code_kemendagri
4;COT MANE;11.11.07;11.11.07.2011
4;SAMUTI MAKMUR;11.11.07;11.11.07.2012
4;SAMUTI RAYEUK;11.11.07;11.11.07.2013
4;COT PUUK;11.11.07;11.11.07.2014
4;SAMUTI AMAN;11.11.07;11.11.07.2015
4;ALUE MANGKI;11.11.07;11.11.07.2016
4;MON KEULAYU;11.11.07;11.11.07.2017
4;GEURUGOK;11.11.07;11.11.07.2018
4;BLANG KEDE;11.11.07;11.11.07.2019
4;COT TUFAH;11.11.07;11.11.07.2020
4;COT TUNONG;11.11.07;11.11.07.2021
4;PAYA BARO;11.11.07;11.11.07.2022
4;PALOH KAYE KUNYET;11.11.07;11.11.07.2023
4;COT JABET;11.11.07;11.11.07.2024
4;COT TUBE;11.11.07;11.11.07.2025
4;PANTE SIKUMBONG;11.11.07;11.11.07.2026
4;BLANG GURON;11.11.07;11.11.07.2027
4;DAMA KAWAN;11.11.07;11.11.07.2028
4;PAYA SEUPAT;11.11.07;11.11.07.2029
4;COT RAMBAT;11.11.07;11.11.07.2030
4;PAYA KAREUNG;11.11.07;11.11.07.2031
4;MON JEURUJAK;11.11.07;11.11.07.2032
4;TANJONG RAYA;11.11.07;11.11.07.2033
4;TANJONG MESJID;11.11.07;11.11.07.2034
4;BLANG KUBU;11.11.07;11.11.07.2035
4;TANJONG BUNGONG;11.11.07;11.11.07.2036
4;PULO GISA;11.11.07;11.11.07.2037
4;UJONG BAYU;11.11.07;11.11.07.2038
4;MON JAMBE;11.11.07;11.11.07.2078
4;BLANG RHEUE;11.11.07;11.11.07.2079
3;PANDRAH;11.11;11.11.08
4;LANCOK ULIM;11.11.08;11.11.08.2001
4;NASE MEE;11.11.08;11.11.08.2002
4;PANDRAH KANDEH;11.11.08;11.11.08.2003
4;PANTON;11.11.08;11.11.08.2004
4;LHOK DAGANG;11.11.08;11.11.08.2005
4;PANDRAH JANENG;11.11.08;11.11.08.2006
4;GAROT;11.11.08;11.11.08.2007
4;GAMPONG BLANG;11.11.08;11.11.08.2008
4;KUTA RUSEP;11.11.08;11.11.08.2009
4;BLANG SAMA GADENG;11.11.08;11.11.08.2010
4;PANTON BILI;11.11.08;11.11.08.2011
4;ALUE IGEUH;11.11.08;11.11.08.2012
4;MEUNASAH  REUDEUP;11.11.08;11.11.08.2013
4;MEUNASAH  TEUNGOH;11.11.08;11.11.08.2014
4;BANTAYAN;11.11.08;11.11.08.2015
4;COT LEUBENG;11.11.08;11.11.08.2016
4;SEUNEBOK BARO;11.11.08;11.11.08.2017
4;UTEUEN KRUET;11.11.08;11.11.08.2018
4;NASE BARAT;11.11.08;11.11.08.2019
3;JULI;11.11;11.11.09
4;JULI COT MESJID;11.11.09;11.11.09.2001
4;JULI SEUTUY;11.11.09;11.11.09.2002
4;JULI TAMBO TANJONG;11.11.09;11.11.09.2003
4;JULI KEUDE DUA;11.11.09;11.11.09.2004
4;JULI TGK DILAMPOH;11.11.09;11.11.09.2005
4;GLUMPANG MEU JIM JIM;11.11.09;11.11.09.2006
4;ALUE UNOE;11.11.09;11.11.09.2007
4;BATEE RAYA;11.11.09;11.11.09.2008
4;SEUNEUBOK PEURERADEN;11.11.09;11.11.09.2009
4;JULI MEE TEUNGOH;11.11.09;11.11.09.2010
4;SEUNEUBOK  GUNCI;11.11.09;11.11.09.2011
4;MANE MEUJINGKI;11.11.09;11.11.09.2012
4;ABEUK BUDI;11.11.09;11.11.09.2013
4;BLANG KETUMBA;11.11.09;11.11.09.2014
4;PANTE BARO;11.11.09;11.11.09.2015
4;BEUNYOT;11.11.09;11.11.09.2016
4;PAYA CUT;11.11.09;11.11.09.2017
4;TEUPIN MANE;11.11.09;11.11.09.2018
4;SIMPANG JAYA;11.11.09;11.11.09.2019
4;KRUENG SIMPO;11.11.09;11.11.09.2020
4;SUKA TANI;11.11.09;11.11.09.2021
4;JULI SEUPENG;11.11.09;11.11.09.2022
4;BUKIT MULIA;11.11.09;11.11.09.2023
4;JULI MEUNASAH TAMBO;11.11.09;11.11.09.2024
4;ALUE RAMBONG;11.11.09;11.11.09.2025
4;JULI MEUNASAH TEUNGOH;11.11.09;11.11.09.2026
4;JULI PAYARU;11.11.09;11.11.09.2027
4;PASEH;11.11.09;11.11.09.2028
4;JULI COT MEURAK;11.11.09;11.11.09.2029
4;PANTE PEUSANGAN;11.11.09;11.11.09.2030
4;BALE PANAH;11.11.09;11.11.09.2031
4;RANTO PANYANG;11.11.09;11.11.09.2032
4;SIMPANG MULIA;11.11.09;11.11.09.2033
4;SEUNEUBOK  DALAM;11.11.09;11.11.09.2034
4;JULI MEUNASAH  JOK;11.11.09;11.11.09.2035
4;JULI URUEK ANOE;11.11.09;11.11.09.2036
3;JANGKA;11.11;11.11.10
4;JANGKA MESJID;11.11.10;11.11.10.2001
4;JANGKA KEUTAPANG;11.11.10;11.11.10.2002
4;JANGKA ALUE U;11.11.10;11.11.10.2003
4;JANGKA ALUE;11.11.10;11.11.10.2004
4;JANGKA ALUE BIE;11.11.10;11.11.10.2005
4;GAMPONG MEULINTEUNG;11.11.10;11.11.10.2006
4;PAYA BIENG;11.11.10;11.11.10.2007
4;MEUNASAH  KRUENG;11.11.10;11.11.10.2008
4;BARAT LANYAN;11.11.10;11.11.10.2009
4;LAMKUTA;11.11.10;11.11.10.2010
4;GEUNDOT;11.11.10;11.11.10.2011
4;LUENG;11.11.10;11.11.10.2012
4;KAMBUEK;11.11.10;11.11.10.2013
4;RUSEB ARA;11.11.10;11.11.10.2014
4;RUSEB DAYAH;11.11.10;11.11.10.2015
4;BADA BARAT;11.11.10;11.11.10.2016
4;BADA TIMU;11.11.10;11.11.10.2017
4;TANJONGAN;11.11.10;11.11.10.2018
4;TANAH ANOE;11.11.10;11.11.10.2019
4;LHOK BUGENG;11.11.10;11.11.10.2020
4;LAMPOH RAYEUK;11.11.10;11.11.10.2021
4;PULO REUDEUP;11.11.10;11.11.10.2022
4;PULO SEUNA;11.11.10;11.11.10.2023
4;LINGGONG;11.11.10;11.11.10.2024
4;PULO BLANG;11.11.10;11.11.10.2025
4;PULO IBOIH;11.11.10;11.11.10.2026
4;ABEUK JALOH;11.11.10;11.11.10.2027
4;PULO U;11.11.10;11.11.10.2028
4;ALUE BUYA;11.11.10;11.11.10.2029
4;ALUE BUYA PASI;11.11.10;11.11.10.2030
4;PANTE SUKON;11.11.10;11.11.10.2031
4;PANTE PAKU;11.11.10;11.11.10.2032
4;BUGAK BLANG;11.11.10;11.11.10.2033
4;BUGAK MESJID;11.11.10;11.11.10.2034
4;BUGAK KRUENG MATEE;11.11.10;11.11.10.2035
4;BUGAK KRUENG;11.11.10;11.11.10.2036
4;PANTE RANUB;11.11.10;11.11.10.2037
4;PULO PINEUNG MEUNASAH  DUA;11.11.10;11.11.10.2038
4;PUNJOT;11.11.10;11.11.10.2039
4;BUGENG;11.11.10;11.11.10.2040
4;ALUE KUTA;11.11.10;11.11.10.2041
4;ALUE BAYEU UTANG;11.11.10;11.11.10.2042
4;ULEE CEU;11.11.10;11.11.10.2043
4;KUALA CERAPE;11.11.10;11.11.10.2044
4;PANTE PEUSANGAN;11.11.10;11.11.10.2045
4;ALUE BIE PUSONG;11.11.10;11.11.10.2046
3;SIMPANG MAMPLAM;11.11;11.11.11
4;RHEUM BARAT;11.11.11;11.11.11.2001
4;RHEUM BAROH;11.11.11;11.11.11.2002
4;RHEUM TIMU;11.11.11;11.11.11.2003
4;BLANG KUTA COH;11.11.11;11.11.11.2004
4;BLANG KUTA DUA MEUNASAH;11.11.11;11.11.11.2005
4;LANCANG;11.11.11;11.11.11.2006
4;BLANG TEUMULEK;11.11.11;11.11.11.2007
4;MEUNASAH  MESJID;11.11.11;11.11.11.2008
4;JURONG BINJEE;11.11.11;11.11.11.2009
4;BLANG MANE DUAMEUNASAH;11.11.11;11.11.11.2010
4;BLANG MANE BARAT;11.11.11;11.11.11.2011
4;BALEE;11.11.11;11.11.11.2012
4;ARONGAN;11.11.11;11.11.11.2013
4;MEUNASAH  MAMPLAM;11.11.11;11.11.11.2014
4;PULO DAPONG;11.11.11;11.11.11.2015
4;CEURUCOK;11.11.11;11.11.11.2016
4;IE RHOB GLUMPANG;11.11.11;11.11.11.2017
4;IE RHOB BARAT;11.11.11;11.11.11.2018
4;IE RHOB TIMU;11.11.11;11.11.11.2019
4;IE RHOB BABAH LUENG;11.11.11;11.11.11.2020
4;GLEE MEUDONG;11.11.11;11.11.11.2021
4;PULO DRIEN;11.11.11;11.11.11.2022
4;MEUNASAH DAYAH;11.11.11;11.11.11.2023
4;COT TRIENG;11.11.11;11.11.11.2024
4;KRUENG MEUSEUGOB;11.11.11;11.11.11.2025
4;LHOK TANOH;11.11.11;11.11.11.2026
4;BLANG TAMBUE;11.11.11;11.11.11.2027
4;KEUDE TAMBUE;11.11.11;11.11.11.2028
4;MEUNASAH ASAN;11.11.11;11.11.11.2029
4;PEUNEULET TUNONG;11.11.11;11.11.11.2030
4;CURE TUNONG;11.11.11;11.11.11.2031
4;CURE BAROH;11.11.11;11.11.11.2032
4;PEUNEULET BAROH;11.11.11;11.11.11.2033
4;ULEE KAREUNG;11.11.11;11.11.11.2034
4;BLANG PAYANG;11.11.11;11.11.11.2035
4;CALOK;11.11.11;11.11.11.2036
4;ALUE LEUHOP;11.11.11;11.11.11.2037
4;PAKU;11.11.11;11.11.11.2038
4;LHOK MANE;11.11.11;11.11.11.2039
4;TAMBUE BARAT;11.11.11;11.11.11.2040
4;MEUNASAH  BARAT;11.11.11;11.11.11.2041
3;PEULIMBANG;11.11;11.11.12
4;KEUDE PLIMBANG;11.11.12;11.11.12.2001
4;KRUENG BARO;11.11.12;11.11.12.2002
4;SEUNEUBOK  NALAN;11.11.12;11.11.12.2003
4;RAMBONG PAYONG;11.11.12;11.11.12.2004
4;SEUNEUBOK  ACEH;11.11.12;11.11.12.2005
4;SEUNEUBOK  PLIMBANG;11.11.12;11.11.12.2006
4;SEUNEUBOK PUNTI;11.11.12;11.11.12.2007
4;UTEUN SIKUMBONG;11.11.12;11.11.12.2008
4;TEUPIN PANAH;11.11.12;11.11.12.2009
4;MATANG KULEE;11.11.12;11.11.12.2010
4;LANCOK BUNGO;11.11.12;11.11.12.2011
4;UTEUN RUNGKOM;11.11.12;11.11.12.2012
4;PADANG KASAB;11.11.12;11.11.12.2013
4;SEUNEUBOK SEUMAWE;11.11.12;11.11.12.2014
4;JAMBO DALAM;11.11.12;11.11.12.2015
4;COT GLEUMPANG;11.11.12;11.11.12.2016
4;PUUEK;11.11.12;11.11.12.2017
4;BALEE DAKA;11.11.12;11.11.12.2018
4;PALOH PUPU;11.11.12;11.11.12.2019
4;SEUNEBOK TEUNGOH;11.11.12;11.11.12.2020
4;GARAB;11.11.12;11.11.12.2021
4;KUTA TRIENG;11.11.12;11.11.12.2022
3;KOTA JUANG;11.11;11.11.13
4;BANDAR BIREUEN;11.11.13;11.11.13.2001
4;BIREUEN MEUNASAH REULET;11.11.13;11.11.13.2002
4;BIREUEN MEUNASAH BLANG;11.11.13;11.11.13.2003
4;BIREUEN MEUNASAH CAPA;11.11.13;11.11.13.2004
4;BIREUEN MEUNASAH DAYAH;11.11.13;11.11.13.2005
4;BIREUEN MNS. TGK DIGADON;11.11.13;11.11.13.2006
4;GEUDONG-GEUDONG;11.11.13;11.11.13.2007
4;PULO ARA GEUDONG TEUNGOH;11.11.13;11.11.13.2008
4;GEUDONG ALEU;11.11.13;11.11.13.2009
4;PULO KITON;11.11.13;11.11.13.2010
4;LHOK AWE TEUNGOH;11.11.13;11.11.13.2011
4;GEULANGGANG TEUNGOH;11.11.13;11.11.13.2012
4;COT GAPU;11.11.13;11.11.13.2013
4;GEULANGGANG KULAM;11.11.13;11.11.13.2014
4;GEULANGGANG GAMPONG;11.11.13;11.11.13.2015
4;BLANG TINGKEUM;11.11.13;11.11.13.2016
4;BUKET TEUKUEH;11.11.13;11.11.13.2017
4;BLANG REULING;11.11.13;11.11.13.2018
4;COT JRAT;11.11.13;11.11.13.2019
4;COT PEUTEK;11.11.13;11.11.13.2020
4;UTEUN REUTOH;11.11.13;11.11.13.2021
4;GEULANGGANG BARO;11.11.13;11.11.13.2022
4;GAMPONG BARO;11.11.13;11.11.13.2023
3;KUALA;11.11;11.11.14
4;COT BATEE;11.11.14;11.11.14.2001
4;COT UNOU;11.11.14;11.11.14.2002
4;KUTA BARO;11.11.14;11.11.14.2003
4;COT GLEUMPANG;11.11.14;11.11.14.2004
4;COT KUTA;11.11.14;11.11.14.2005
4;GLUMPANG  BAROH;11.11.14;11.11.14.2006
4;KRUENG JULI TIMU;11.11.14;11.11.14.2007
4;KRUENG JULI BARAT;11.11.14;11.11.14.2008
4;COT TRIENG;11.11.14;11.11.14.2009
4;LHOK AWE AWE;11.11.14;11.11.14.2010
4;COT LAGA SAWA;11.11.14;11.11.14.2011
4;COT U SIBAK;11.11.14;11.11.14.2012
4;LANCOK PANTE ARA;11.11.14;11.11.14.2013
4;LANCOK-LANCOK;11.11.14;11.11.14.2014
4;KAREUNG;11.11.14;11.11.14.2015
4;BALE KUNYUEN;11.11.14;11.11.14.2016
4;UJONG BLANG;11.11.14;11.11.14.2017
4;UJONG BLANG MESJID;11.11.14;11.11.14.2018
4;WEU JANGKA;11.11.14;11.11.14.2019
4;KUALA RAJA;11.11.14;11.11.14.2020
3;PEUSANGAN SIBLAH KRUENG;11.11;11.11.15
4;LUENG DANEUN;11.11.15;11.11.15.2001
4;RAMBONG PAYONG;11.11.15;11.11.15.2002
4;ALUE KUPULA;11.11.15;11.11.15.2003
4;BLANG CIRIH;11.11.15;11.11.15.2004
4;KUBU;11.11.15;11.11.15.2005
4;TEUPIN RAYA;11.11.15;11.11.15.2006
4;COT ANEUK BATEE;11.11.15;11.11.15.2007
4;KUBU RAYA;11.11.15;11.11.15.2008
4;PANTE BARO GLE SIBLAH;11.11.15;11.11.15.2009
4;PANTE BARO KUMBANG;11.11.15;11.11.15.2010
4;PANTE BARO BUKET PANYANG;11.11.15;11.11.15.2011
4;ALUE KRUEB;11.11.15;11.11.15.2012
4;ALUE IET;11.11.15;11.11.15.2013
4;PALOH MAMPRE;11.11.15;11.11.15.2014
4;BUKET SUDAN;11.11.15;11.11.15.2015
4;AWE GEUTAH;11.11.15;11.11.15.2016
4;COT SALEUET;11.11.15;11.11.15.2017
4;ALUE GLUMPANG;11.11.15;11.11.15.2018
4;PANTE KARYA;11.11.15;11.11.15.2019
4;AWE GEUTAH PAYA;11.11.15;11.11.15.2020
4;DAYAH BARO;11.11.15;11.11.15.2021
3;PEUSANGAN  SELATAN;11.11;11.11.16
4;DARUSSALAM;11.11.16;11.11.16.2001
4;BLANG MANE;11.11.16;11.11.16.2002
4;TANJONG BEURIDI;11.11.16;11.11.16.2003
4;DARUL AMAN;11.11.16;11.11.16.2004
4;GEULANGGANG LABU;11.11.16;11.11.16.2005
4;TEUPIN REUDEUP;11.11.16;11.11.16.2006
4;ULEE JALAN;11.11.16;11.11.16.2007
4;PAYA CROT;11.11.16;11.11.16.2008
4;PULO PANYANG;11.11.16;11.11.16.2009
4;ME RAYEUK;11.11.16;11.11.16.2010
4;UTEUN GATHOM;11.11.16;11.11.16.2011
4;LUNG KULI;11.11.16;11.11.16.2012
4;LUENG BARO;11.11.16;11.11.16.2013
4;MATA IE;11.11.16;11.11.16.2014
4;BLANG CUT;11.11.16;11.11.16.2015
4;BLANG PALA;11.11.16;11.11.16.2016
4;KRUENG BEUKAH;11.11.16;11.11.16.2017
4;CEUBREK;11.11.16;11.11.16.2018
4;UTEUN RAYA;11.11.16;11.11.16.2019
4;PULO HARAPAN;11.11.16;11.11.16.2020
4;SUWAK;11.11.16;11.11.16.2021
3;KUTA BLANG;11.11;11.11.17
4;PALOH DAMA;11.11.17;11.11.17.2001
4;PAYA RANGKULUH;11.11.17;11.11.17.2002
4;PALOH RAYA;11.11.17;11.11.17.2003
4;CRUENG KUMBANG;11.11.17;11.11.17.2004
4;TANJONG SIRON;11.11.17;11.11.17.2005
4;BALEE MEE;11.11.17;11.11.17.2006
4;BUKET DALAM;11.11.17;11.11.17.2007
4;PARANG SIKUREUNG;11.11.17;11.11.17.2008
4;COT BAROH;11.11.17;11.11.17.2009
4;PALOH PEURADI;11.11.17;11.11.17.2010
4;COT MEE;11.11.17;11.11.17.2011
4;BLANG MEE;11.11.17;11.11.17.2012
4;GLEE PUTOH;11.11.17;11.11.17.2013
4;TINGKEUM BARO;11.11.17;11.11.17.2014
4;TINGKEUM MANYANG;11.11.17;11.11.17.2015
4;KULU;11.11.17;11.11.17.2016
4;BABAH SUAK;11.11.17;11.11.17.2017
4;ULEE PUSONG;11.11.17;11.11.17.2018
4;PULO NGA;11.11.17;11.11.17.2019
4;MEUSEE;11.11.17;11.11.17.2020
4;BLANG PANJO;11.11.17;11.11.17.2021
4;BABAH JURONG;11.11.17;11.11.17.2022
4;DAYAH PANJOE;11.11.17;11.11.17.2023
4;PULO BLANG;11.11.17;11.11.17.2024
4;IM BUDEE;11.11.17;11.11.17.2025
4;PULO SIREN;11.11.17;11.11.17.2026
4;JAROMMAH  ME;11.11.17;11.11.17.2027
4;JAROMAH BAROH;11.11.17;11.11.17.2028
4;LHOK NGA;11.11.17;11.11.17.2029
4;PULO REUDEUP;11.11.17;11.11.17.2030
4;GEULANGGANG MEUNJEE;11.11.17;11.11.17.2031
4;GEULANGGANG PANAH;11.11.17;11.11.17.2032
4;UJONG BLANG;11.11.17;11.11.17.2033
4;GEULANGGANG RAYEUK;11.11.17;11.11.17.2034
4;DAYAH MESJID;11.11.17;11.11.17.2035
4;KEURUMBOK;11.11.17;11.11.17.2036
4;COT ARA;11.11.17;11.11.17.2037
4;RANCONG;11.11.17;11.11.17.2038
4;JAMBO KAJEUNG;11.11.17;11.11.17.2039
4;KULU KUTA;11.11.17;11.11.17.2040
4;PULO AWE;11.11.17;11.11.17.2041
2;KAB. ACEH BARAT DAYA;11;11.12
3;BLANG PIDIE;11.12;11.12.01
4;GUHANG;11.12.01;11.12.01.2006
4;SEUNALOH;11.12.01;11.12.01.2007
4;LHUNG ASAN;11.12.01;11.12.01.2008
4;LHUNG TAROK;11.12.01;11.12.01.2010
4;COT JEURAT;11.12.01;11.12.01.2014
4;MEUDANG ARA;11.12.01;11.12.01.2015
4;KEUDE SIBLAH;11.12.01;11.12.01.2016
4;KUTA BAHAGIA;11.12.01;11.12.01.2017
4;KUTA TINGGI;11.12.01;11.12.01.2018
4;MATA IE;11.12.01;11.12.01.2019
4;GEULUMPANG  PAYONG;11.12.01;11.12.01.2020
4;PANTON RAYA;11.12.01;11.12.01.2021
4;ALUE MANGGOTA;11.12.01;11.12.01.2022
4;LAM KUTA;11.12.01;11.12.01.2023
4;BAHARU;11.12.01;11.12.01.2024
4;KEUDE PAYA;11.12.01;11.12.01.2025
4;PASAR BLANGPIDIE;11.12.01;11.12.01.2026
4;KUTA TUHA;11.12.01;11.12.01.2028
4;GUDANG;11.12.01;11.12.01.2029
4;BABAH LHUENG;11.12.01;11.12.01.2030
3;TANGAN-TANGAN;11.12;11.12.02
4;ADAN;11.12.02;11.12.02.2001
4;PANTE GEULUMPANG;11.12.02;11.12.02.2002
4;MESJID;11.12.02;11.12.02.2003
4;GUNONG CUT;11.12.02;11.12.02.2004
4;PADANG KAWA;11.12.02;11.12.02.2005
4;BLANG PADANG;11.12.02;11.12.02.2006
4;PADANG BAK JEUMPA;11.12.02;11.12.02.2007
4;SUAK LABU;11.12.02;11.12.02.2008
4;BINEH KRUENG;11.12.02;11.12.02.2014
4;DRIEN KIPAH;11.12.02;11.12.02.2015
4;DRIEN JALO;11.12.02;11.12.02.2016
4;PADANG BAK JOK;11.12.02;11.12.02.2017
4;SUAK NIBONG;11.12.02;11.12.02.2018
4;KUTA BAK DRIEN;11.12.02;11.12.02.2019
4;IE LHOB;11.12.02;11.12.02.2020
3;MANGGENG;11.12;11.12.03
4;KEDAI;11.12.03;11.12.03.2001
4;PADANG;11.12.03;11.12.03.2002
4;TENGAH;11.12.03;11.12.03.2003
4;PAYA;11.12.03;11.12.03.2005
4;SEUNEULOP;11.12.03;11.12.03.2006
4;LHOK PUNTOY;11.12.03;11.12.03.2007
4;LADANG PANAH;11.12.03;11.12.03.2009
4;PUSU INGIN JAYA;11.12.03;11.12.03.2010
4;PANTON MAKMUR;11.12.03;11.12.03.2011
4;LHUENG BARO;11.12.03;11.12.03.2022
4;TOKOH;11.12.03;11.12.03.2023
4;BLANG MANGGENG;11.12.03;11.12.03.2024
4;PANTE RAJA;11.12.03;11.12.03.2025
4;SEJAHTERA;11.12.03;11.12.03.2026
4;LHOK PAWOH;11.12.03;11.12.03.2027
4;PANTE PIRAK;11.12.03;11.12.03.2029
4;UJUNG TANAH;11.12.03;11.12.03.2030
4;PANTE CERMIN;11.12.03;11.12.03.2031
3;SUSOH;11.12;11.12.04
4;PANTAI PERAK;11.12.04;11.12.04.2001
4;DURIAN RAMPAK;11.12.04;11.12.04.2002
4;BARAT;11.12.04;11.12.04.2003
4;PALAK HULU;11.12.04;11.12.04.2004
4;PALAK HILIR;11.12.04;11.12.04.2005
4;DURIAN JANGEK;11.12.04;11.12.04.2006
4;RUMAH DUA LAPIS;11.12.04;11.12.04.2007
4;PINANG;11.12.04;11.12.04.2008
4;RUMAH PANJANG;11.12.04;11.12.04.2009
4;BAHARU;11.12.04;11.12.04.2010
4;PAWOH;11.12.04;11.12.04.2011
4;PADANG BARU;11.12.04;11.12.04.2012
4;PULAU KAYU;11.12.04;11.12.04.2013
4;UJUNG PADANG;11.12.04;11.12.04.2014
4;KEDAI SUSOH;11.12.04;11.12.04.2015
4;PANJANG BARU;11.12.04;11.12.04.2016
4;KEDAI PALAK KERAMBIL;11.12.04;11.12.04.2017
4;LADANG;11.12.04;11.12.04.2018
4;KEPALA BANDAR;11.12.04;11.12.04.2019
4;TANGAH;11.12.04;11.12.04.2020
4;GADANG;11.12.04;11.12.04.2021
4;PADANG HILIR;11.12.04;11.12.04.2022
4;BLANG DALAM;11.12.04;11.12.04.2023
4;MEUNASAH;11.12.04;11.12.04.2024
4;LAMPOH DRIEN;11.12.04;11.12.04.2025
4;PADANG PANJANG;11.12.04;11.12.04.2026
4;RUBEK MEUPAYONG;11.12.04;11.12.04.2027
4;COT MANCANG;11.12.04;11.12.04.2028
4;GEULIMA JAYA;11.12.04;11.12.04.2029
3;KUALA BATEE;11.12;11.12.05
4;KOTA BAHAGIA;11.12.05;11.12.05.2001
4;PASAR KOTA BAHAGIA;11.12.05;11.12.05.2002
4;GEULANGGANG GAJAH;11.12.05;11.12.05.2003
4;KUALA TERUBUE;11.12.05;11.12.05.2004
4;BLANG MAKMUR;11.12.05;11.12.05.2005
4;PANTO CUT;11.12.05;11.12.05.2006
4;ALUE PADEE;11.12.05;11.12.05.2007
4;MUKA BLANG;11.12.05;11.12.05.2008
4;LHUNG GEULUMPANG;11.12.05;11.12.05.2009
4;PADANG SIKABU;11.12.05;11.12.05.2010
4;KAMPUNG TENGAH;11.12.05;11.12.05.2011
4;BLANG PANYANG;11.12.05;11.12.05.2012
4;KRUENG BATEE;11.12.05;11.12.05.2013
4;ALUE PISANG;11.12.05;11.12.05.2014
4;LHOK GAJAH;11.12.05;11.12.05.2015
4;IE MAMEH;11.12.05;11.12.05.2016
4;KEUDE BARO;11.12.05;11.12.05.2017
4;LAMA TUHA;11.12.05;11.12.05.2018
4;DRIEN BEURUMBANG;11.12.05;11.12.05.2019
4;RUMOH PANYANG;11.12.05;11.12.05.2020
4;KRUENG PANTO;11.12.05;11.12.05.2021
3;BABAH ROT;11.12;11.12.06
4;PANTE RAKYAT;11.12.06;11.12.06.2001
4;IE MIRAH;11.12.06;11.12.06.2002
4;GUNUNG SAMARINDA;11.12.06;11.12.06.2003
4;ALUE JEURUEJAK;11.12.06;11.12.06.2004
4;BLANG DALAM;11.12.06;11.12.06.2005
4;ALUE PEUNAWA;11.12.06;11.12.06.2006
4;PANTE CERMIN;11.12.06;11.12.06.2007
4;BLANG RAJA;11.12.06;11.12.06.2008
4;RUKOEN DAME;11.12.06;11.12.06.2009
4;SIMPANG GADENG;11.12.06;11.12.06.2010
4;TELADAN JAYA;11.12.06;11.12.06.2011
4;LHOK GAYO;11.12.06;11.12.06.2012
4;ALUE DAWAH;11.12.06;11.12.06.2013
4;COT SEUMANTOK;11.12.06;11.12.06.2014
3;SETIA;11.12;11.12.07
4;LHANG;11.12.07;11.12.07.2001
4;RAMBONG;11.12.07;11.12.07.2002
4;PISANG;11.12.07;11.12.07.2003
4;UJONG TANOH;11.12.07;11.12.07.2004
4;ALUE DAMA;11.12.07;11.12.07.2005
4;TANGAN-TANGAN CUT;11.12.07;11.12.07.2007
4;MON MAMEH;11.12.07;11.12.07.2008
4;CINTA MAKMUR;11.12.07;11.12.07.2009
4;KUTA MURNI;11.12.07;11.12.07.2010
3;JEUMPA;11.12;11.12.08
4;BARU;11.12.08;11.12.08.2001
4;ALUE RAMBOT;11.12.08;11.12.08.2002
4;KUTA JEUMPA;11.12.08;11.12.08.2003
4;ALUE SUNGAI PINANG;11.12.08;11.12.08.2004
4;COT MANE;11.12.08;11.12.08.2005
4;LADANG NEUBOK;11.12.08;11.12.08.2006
4;ASOE NANGGROE;11.12.08;11.12.08.2007
4;PADANG GEULUMPANG;11.12.08;11.12.08.2008
4;IKUE LHUNG;11.12.08;11.12.08.2009
4;KUTA MAKMUR;11.12.08;11.12.08.2010
4;JEUMPA BARAT;11.12.08;11.12.08.2011
4;ALUE SEULASEH;11.12.08;11.12.08.2012
3;LEMBAH SABIL;11.12;11.12.09
4;MEURANDEH;11.12.09;11.12.09.2001
4;SUKADAMAI;11.12.09;11.12.09.2002
4;COT BAK-U;11.12.09;11.12.09.2003
4;MEUNASAH  SUKON;11.12.09;11.12.09.2004
4;MEUNASAH  TENGAH;11.12.09;11.12.09.2005
4;GEULANGGANG BATEE;11.12.09;11.12.09.2006
4;KUTA PAYA;11.12.09;11.12.09.2007
4;UJUNG TANAH;11.12.09;11.12.09.2008
4;PADANG KEULELE;11.12.09;11.12.09.2009
4;ALUE RAMBOT;11.12.09;11.12.09.2010
4;LADANG TUHA I;11.12.09;11.12.09.2011
4;LADANG TUHA II;11.12.09;11.12.09.2012
4;TOKOH II;11.12.09;11.12.09.2013
4;KAYEE ACEH;11.12.09;11.12.09.2014
2;KAB. GAYO LUES;11;11.13
3;BLANGKEJEREN;11.13;11.13.01
4;KOTA BLANGKEJEREN;11.13.01;11.13.01.2001
4;PENAMPAAN;11.13.01;11.13.01.2002
4;BUKIT;11.13.01;11.13.01.2003
4;BACANG;11.13.01;11.13.01.2004
4;DURIN;11.13.01;11.13.01.2005
4;KAMPUNG JAWA;11.13.01;11.13.01.2007
4;PORANG;11.13.01;11.13.01.2008
4;KUTE LINTANG;11.13.01;11.13.01.2011
4;LEME;11.13.01;11.13.01.2014
4;GELE;11.13.01;11.13.01.2016
4;SERE;11.13.01;11.13.01.2017
4;CEMPA;11.13.01;11.13.01.2018
4;LEMPUH;11.13.01;11.13.01.2019
4;PALOK;11.13.01;11.13.01.2021
4;PENGGALANGAN;11.13.01;11.13.01.2022
4;AGUSAN;11.13.01;11.13.01.2027
4;BUSTANUSSALAM;11.13.01;11.13.01.2031
4;PENAMPAAN UKEN;11.13.01;11.13.01.2032
4;RAKLUNUNG;11.13.01;11.13.01.2033
4;SEPANG;11.13.01;11.13.01.2034
3;KUTAPANJANG;11.13;11.13.02
4;TAMPENG;11.13.02;11.13.02.2002
4;BENER;11.13.02;11.13.02.2004
4;ULUN TANOH;11.13.02;11.13.02.2005
4;KUTA UJUNG;11.13.02;11.13.02.2006
4;BERANANG;11.13.02;11.13.02.2008
