depth;name;parent_code_kemendagri;code_kemendagri
4;NGOLODONO;33.10.13;33.10.13.2013
4;KARANGWUNGU;33.10.13;33.10.13.2014
4;KARANGTALUN;33.10.13;33.10.13.2015
4;BABADAN;33.10.13;33.10.13.2016
4;TEGALAMPEL;33.10.13;33.10.13.2017
4;BAKUNGAN;33.10.13;33.10.13.2018
4;KUPANG;33.10.13;33.10.13.2019
3;JUWIRING;33.10;33.10.14
4;TRASAN;33.10.14;33.10.14.2001
4;SAWAHAN;33.10.14;33.10.14.2002
4;JUWIRAN;33.10.14;33.10.14.2003
4;JETIS;33.10.14;33.10.14.2004
4;KETITANG;33.10.14;33.10.14.2005
4;GONDANGSARI;33.10.14;33.10.14.2006
4;SERENAN;33.10.14;33.10.14.2007
4;TLOGORANDU;33.10.14;33.10.14.2008
4;BOLOPLERET;33.10.14;33.10.14.2009
4;TANJUNG;33.10.14;33.10.14.2010
4;KENAIBAN;33.10.14;33.10.14.2011
4;BULUREJO;33.10.14;33.10.14.2012
4;JATEN;33.10.14;33.10.14.2013
4;MRISEN;33.10.14;33.10.14.2014
4;PUNDUNGAN;33.10.14;33.10.14.2015
4;JUWIRING;33.10.14;33.10.14.2016
4;KWARASAN;33.10.14;33.10.14.2017
4;CARIKAN;33.10.14;33.10.14.2018
4;TAJI;33.10.14;33.10.14.2019
3;WONOSARI;33.10;33.10.15
4;SIDOWARNO;33.10.15;33.10.15.2001
4;BENER;33.10.15;33.10.15.2002
4;GUNTING;33.10.15;33.10.15.2003
4;KINGKANG;33.10.15;33.10.15.2004
4;JELOBO;33.10.15;33.10.15.2005
4;LUMBUNGKEREP;33.10.15;33.10.15.2006
4;NGREDEN;33.10.15;33.10.15.2007
4;BULAN;33.10.15;33.10.15.2008
4;BOTO;33.10.15;33.10.15.2009
4;WADUNGGETAS;33.10.15;33.10.15.2010
4;TEGALGONDO;33.10.15;33.10.15.2011
4;BOLALI;33.10.15;33.10.15.2012
4;SUKOREJO;33.10.15;33.10.15.2013
4;SEKARAN;33.10.15;33.10.15.2014
4;BENTANGAN;33.10.15;33.10.15.2015
4;DUWET;33.10.15;33.10.15.2016
4;PANDANAN;33.10.15;33.10.15.2017
4;TELOYO;33.10.15;33.10.15.2018
3;DELANGGU;33.10;33.10.16
4;DUKUH;33.10.16;33.10.16.2001
4;JETIS;33.10.16;33.10.16.2002
4;BUTUHAN;33.10.16;33.10.16.2003
4;BANARAN;33.10.16;33.10.16.2004
4;BOWAN;33.10.16;33.10.16.2005
4;SRIBIT;33.10.16;33.10.16.2006
4;MENDAK;33.10.16;33.10.16.2007
4;KRECEK;33.10.16;33.10.16.2008
4;KARANG;33.10.16;33.10.16.2009
4;SABRANG;33.10.16;33.10.16.2010
4;TLOBONG;33.10.16;33.10.16.2011
4;GATAK;33.10.16;33.10.16.2012
4;DELANGGU;33.10.16;33.10.16.2013
4;KEPANJEN;33.10.16;33.10.16.2014
4;SEGARAN;33.10.16;33.10.16.2015
4;SIDOMULYO;33.10.16;33.10.16.2016
3;POLANHARJO;33.10;33.10.17
4;GLAGAHWANGI;33.10.17;33.10.17.2001
4;KAPUNGAN;33.10.17;33.10.17.2002
4;KAHUMAN;33.10.17;33.10.17.2003
4;NGARAN;33.10.17;33.10.17.2004
4;BORONGAN;33.10.17;33.10.17.2005
4;NGANJAT;33.10.17;33.10.17.2006
4;JIMUS;33.10.17;33.10.17.2007
4;TURUS;33.10.17;33.10.17.2008
4;POLAN;33.10.17;33.10.17.2009
4;KARANGLO;33.10.17;33.10.17.2010
4;PONGGOK;33.10.17;33.10.17.2011
4;WANGEN;33.10.17;33.10.17.2012
4;KEPRABON;33.10.17;33.10.17.2013
4;KRANGGAN;33.10.17;33.10.17.2014
4;KEBONHARJO;33.10.17;33.10.17.2015
4;JANTI;33.10.17;33.10.17.2016
4;SIDOWAYAH;33.10.17;33.10.17.2017
4;SIDOHARJO;33.10.17;33.10.17.2018
3;KARANGANOM;33.10;33.10.18
4;JAMBEYAN;33.10.18;33.10.18.2001
4;JUNGKARE;33.10.18;33.10.18.2002
4;KADIREJO;33.10.18;33.10.18.2003
4;TARUBASAN;33.10.18;33.10.18.2004
4;TROSO;33.10.18;33.10.18.2005
4;BLANCERAN;33.10.18;33.10.18.2006
4;KUNDEN;33.10.18;33.10.18.2007
4;BRANGKAL;33.10.18;33.10.18.2008
4;BEKU;33.10.18;33.10.18.2009
4;KARANGAN;33.10.18;33.10.18.2010
4;KARANGANOM;33.10.18;33.10.18.2011
4;PADAS;33.10.18;33.10.18.2012
4;SOROPATEN;33.10.18;33.10.18.2013
4;JURANGJERO;33.10.18;33.10.18.2014
4;NGABEYAN;33.10.18;33.10.18.2015
4;GLEDEG;33.10.18;33.10.18.2016
4;GEMPOL;33.10.18;33.10.18.2017
4;PONDOK;33.10.18;33.10.18.2018
4;JEBLOG;33.10.18;33.10.18.2019
3;TULUNG;33.10;33.10.19
4;MUNDU;33.10.19;33.10.19.2001
4;SEDAYU;33.10.19;33.10.19.2002
4;POMAH;33.10.19;33.10.19.2003
4;BONO;33.10.19;33.10.19.2004
4;KIRINGAN;33.10.19;33.10.19.2005
4;MAJEGAN;33.10.19;33.10.19.2006
4;DALANGAN;33.10.19;33.10.19.2007
4;GEDONGJETIS;33.10.19;33.10.19.2008
4;SOROGATEN;33.10.19;33.10.19.2009
4;BEJI;33.10.19;33.10.19.2010
4;KEMIRI;33.10.19;33.10.19.2011
4;SUDIMORO;33.10.19;33.10.19.2012
4;TULUNG;33.10.19;33.10.19.2013
4;MALANGAN;33.10.19;33.10.19.2014
4;PUCANGMILIRAN;33.10.19;33.10.19.2015
4;COKRO;33.10.19;33.10.19.2016
4;DALEMAN;33.10.19;33.10.19.2017
4;WUNUT;33.10.19;33.10.19.2018
3;JATINOM;33.10;33.10.20
4;JATINOM;33.10.20;33.10.20.1015
4;BETENG;33.10.20;33.10.20.2001
4;RANDULANANG;33.10.20;33.10.20.2002
4;MRANGGEN;33.10.20;33.10.20.2003
4;JEMAWAN;33.10.20;33.10.20.2004
4;GEDAREN;33.10.20;33.10.20.2005
4;CAWAN;33.10.20;33.10.20.2006
4;TIBAYAN;33.10.20;33.10.20.2007
4;BENGKING;33.10.20;33.10.20.2008
4;TEMUIRENG;33.10.20;33.10.20.2009
4;BANDUNGAN;33.10.20;33.10.20.2010
4;KAYUMAS;33.10.20;33.10.20.2011
4;SOCOKANGSI;33.10.20;33.10.20.2012
4;GLAGAH;33.10.20;33.10.20.2013
4;KRAJAN;33.10.20;33.10.20.2014
4;BONYOKAN;33.10.20;33.10.20.2016
4;PANDEYAN;33.10.20;33.10.20.2017
4;PULUHAN;33.10.20;33.10.20.2018
3;KEMALANG;33.10;33.10.21
4;BAWUKAN;33.10.21;33.10.21.2001
4;TALUN;33.10.21;33.10.21.2002
4;PANGGANG;33.10.21;33.10.21.2003
4;BALERANTE;33.10.21;33.10.21.2004
4;SIDOREJO;33.10.21;33.10.21.2005
4;TEGALMULYO;33.10.21;33.10.21.2006
4;TLOGOWATU;33.10.21;33.10.21.2007
4;TANGKIL;33.10.21;33.10.21.2008
4;BUMIHARJO;33.10.21;33.10.21.2009
4;KENDALSARI;33.10.21;33.10.21.2010
4;DOMPOL;33.10.21;33.10.21.2011
4;KEMALANG;33.10.21;33.10.21.2012
4;KEPUTRAN;33.10.21;33.10.21.2013
3;NGAWEN;33.10;33.10.22
4;MANJUNG;33.10.22;33.10.22.2001
4;GATAK;33.10.22;33.10.22.2002
4;DUWET;33.10.22;33.10.22.2003
4;SENDEN;33.10.22;33.10.22.2004
4;NGAWEN;33.10.22;33.10.22.2005
4;KAHUMAN;33.10.22;33.10.22.2006
4;PEPE;33.10.22;33.10.22.2007
4;MANJUNGAN;33.10.22;33.10.22.2008
4;KWAREN;33.10.22;33.10.22.2009
4;MAYUNGAN;33.10.22;33.10.22.2010
4;TEMPURSARI;33.10.22;33.10.22.2011
4;CANDIREJO;33.10.22;33.10.22.2012
4;DRONO;33.10.22;33.10.22.2013
3;KALIKOTES;33.10;33.10.23
4;JIMBUNG;33.10.23;33.10.23.2001
4;NGEMPLAK;33.10.23;33.10.23.2002
4;KALIKOTES;33.10.23;33.10.23.2003
4;KRAJAN;33.10.23;33.10.23.2004
4;TAMBONGWETAN;33.10.23;33.10.23.2005
4;JOGOSETRAN;33.10.23;33.10.23.2006
4;GEMBLEGAN;33.10.23;33.10.23.2007
3;KLATEN UTARA;33.10;33.10.24
4;BARENGLOR;33.10.24;33.10.24.1002
4;GERGUNUNG;33.10.24;33.10.24.1007
4;SEKARSULI;33.10.24;33.10.24.2001
4;KARANGANOM;33.10.24;33.10.24.2003
4;KETANDAN;33.10.24;33.10.24.2004
4;BELANGWETAN;33.10.24;33.10.24.2005
4;JONGGRANGAN;33.10.24;33.10.24.2006
4;JEBUGAN;33.10.24;33.10.24.2008
3;KLATEN TENGAH;33.10;33.10.25
4;BARENG;33.10.25;33.10.25.1001
4;KABUPATEN;33.10.25;33.10.25.1002
4;KLATEN;33.10.25;33.10.25.1003
4;TONGGALAN;33.10.25;33.10.25.1004
4;BUNTALAN;33.10.25;33.10.25.1006
4;MOJAYAN;33.10.25;33.10.25.1008
4;SEMANGKAK;33.10.25;33.10.25.2005
4;JOMBORAN;33.10.25;33.10.25.2007
4;GUMULAN;33.10.25;33.10.25.2009
3;KLATEN SELATAN;33.10;33.10.26
4;GAYAMPRIT;33.10.26;33.10.26.1009
4;KAJORAN;33.10.26;33.10.26.2001
4;GLODOGAN;33.10.26;33.10.26.2002
4;NGALAS;33.10.26;33.10.26.2003
4;DANGURAN;33.10.26;33.10.26.2004
4;TRUNUH;33.10.26;33.10.26.2005
4;SUMBEREJO;33.10.26;33.10.26.2006
4;MERBUNG;33.10.26;33.10.26.2007
4;TEGALYOSO;33.10.26;33.10.26.2008
4;KARANGLO;33.10.26;33.10.26.2010
4;NGLINGGI;33.10.26;33.10.26.2011
4;JETIS;33.10.26;33.10.26.2012
2;KAB. SUKOHARJO;33;33.11
3;WERU;33.11;33.11.01
4;GROGOL;33.11.01;33.11.01.2001
4;KARANGTENGAH;33.11.01;33.11.01.2002
4;KARANGWUNI;33.11.01;33.11.01.2003
4;KRAJAN;33.11.01;33.11.01.2004
4;JATINGARANG;33.11.01;33.11.01.2005
4;KARANGANYAR;33.11.01;33.11.01.2006
4;ALASOMBO;33.11.01;33.11.01.2007
4;KARANGMOJO;33.11.01;33.11.01.2008
4;WERU;33.11.01;33.11.01.2009
4;KARAKAN;33.11.01;33.11.01.2010
4;TEGALSARI;33.11.01;33.11.01.2011
4;TAWANG;33.11.01;33.11.01.2012
4;NGRECO;33.11.01;33.11.01.2013
3;BULU;33.11;33.11.02
4;SANGGANG;33.11.02;33.11.02.2001
4;KAMAL;33.11.02;33.11.02.2002
4;GENTAN;33.11.02;33.11.02.2003
4;KEDUNGSONO;33.11.02;33.11.02.2004
4;TIYARAN;33.11.02;33.11.02.2005
4;KARANGASEM;33.11.02;33.11.02.2006
4;BULU;33.11.02;33.11.02.2007
4;KUNDEN;33.11.02;33.11.02.2008
4;PURON;33.11.02;33.11.02.2009
4;MALANGAN;33.11.02;33.11.02.2010
4;LENGKING;33.11.02;33.11.02.2011
4;NGASINAN;33.11.02;33.11.02.2012
3;TAWANGSARI;33.11;33.11.03
4;PUNDUNGREJO;33.11.03;33.11.03.2001
4;WATUBONANG;33.11.03;33.11.03.2002
4;KEDUNGJAMBAL;33.11.03;33.11.03.2003
4;GRAJEGAN;33.11.03;33.11.03.2004
4;LOROG;33.11.03;33.11.03.2005
4;KATEGUHAN;33.11.03;33.11.03.2006
4;DALANGAN;33.11.03;33.11.03.2007
4;POJOK;33.11.03;33.11.03.2008
4;TANGKISAN;33.11.03;33.11.03.2009
4;PONOWAREN;33.11.03;33.11.03.2010
4;MAJASTO;33.11.03;33.11.03.2011
4;TAMBAKBOYO;33.11.03;33.11.03.2012
3;SUKOHARJO;33.11;33.11.04
4;KENEP;33.11.04;33.11.04.1001
4;BANMATI;33.11.04;33.11.04.1002
4;MANDAN;33.11.04;33.11.04.1003
4;BEGAJAH;33.11.04;33.11.04.1004
4;GAYAM;33.11.04;33.11.04.1005
4;JOHO;33.11.04;33.11.04.1006
4;JETIS;33.11.04;33.11.04.1007
4;COMBONGAN;33.11.04;33.11.04.1008
4;KRIWEN;33.11.04;33.11.04.1009
4;BULAKAN;33.11.04;33.11.04.1010
4;DUKUH;33.11.04;33.11.04.1011
4;SUKOHARJO;33.11.04;33.11.04.1012
4;BULAKREJO;33.11.04;33.11.04.1013
4;SONOREJO;33.11.04;33.11.04.1014
3;NGUTER;33.11;33.11.05
4;TANJUNGREJO;33.11.05;33.11.05.2001
4;JANGGLENGAN;33.11.05;33.11.05.2002
4;SERUT;33.11.05;33.11.05.2003
4;JURON;33.11.05;33.11.05.2004
4;CELEP;33.11.05;33.11.05.2005
4;PENGKOL;33.11.05;33.11.05.2006
4;GUPIT;33.11.05;33.11.05.2007
4;PLESAN;33.11.05;33.11.05.2008
4;KEDUNGWINONG;33.11.05;33.11.05.2009
4;NGUTER;33.11.05;33.11.05.2010
4;BARAN;33.11.05;33.11.05.2011
4;DALEMAN;33.11.05;33.11.05.2012
4;LAWU;33.11.05;33.11.05.2013
4;TANJUNG;33.11.05;33.11.05.2014
4;PONDOK;33.11.05;33.11.05.2015
4;KEPUH;33.11.05;33.11.05.2016
3;BENDOSARI;33.11;33.11.06
4;JOMBOR;33.11.06;33.11.06.1001
4;TORIYO;33.11.06;33.11.06.2002
4;MULUR;33.11.06;33.11.06.2003
4;JAGAN;33.11.06;33.11.06.2004
4;MANISHARJO;33.11.06;33.11.06.2005
4;CABEYAN;33.11.06;33.11.06.2006
4;PUHGOGOR;33.11.06;33.11.06.2007
4;PALUHOMBO;33.11.06;33.11.06.2008
4;BENDOSARI;33.11.06;33.11.06.2009
4;MOJOREJO;33.11.06;33.11.06.2010
4;MERTAN;33.11.06;33.11.06.2011
4;SUGIHAN;33.11.06;33.11.06.2012
4;SIDOREJO;33.11.06;33.11.06.2013
4;GENTAN;33.11.06;33.11.06.2014
3;POLOKARTO;33.11;33.11.07
4;PRANAN;33.11.07;33.11.07.2001
4;KARANGWUNI;33.11.07;33.11.07.2002
4;BUGEL;33.11.07;33.11.07.2003
4;NGOMBAKAN;33.11.07;33.11.07.2004
4;BAKALAN;33.11.07;33.11.07.2005
4;GODOG;33.11.07;33.11.07.2006
4;KEMASAN;33.11.07;33.11.07.2007
4;KENOKOREJO;33.11.07;33.11.07.2008
4;TEPISARI;33.11.07;33.11.07.2009
4;BULU;33.11.07;33.11.07.2010
4;REJOSARI;33.11.07;33.11.07.2011
4;POLOKARTO;33.11.07;33.11.07.2012
4;MRANGGEN;33.11.07;33.11.07.2013
4;WONOREJO;33.11.07;33.11.07.2014
4;JATISOBO;33.11.07;33.11.07.2015
4;KAYUAPAK;33.11.07;33.11.07.2016
4;GENENGSARI;33.11.07;33.11.07.2017
3;MOJOLABAN;33.11;33.11.08
4;LABAN;33.11.08;33.11.08.2001
4;TEGALMADE;33.11.08;33.11.08.2002
4;WIRUN;33.11.08;33.11.08.2003
4;BEKONANG;33.11.08;33.11.08.2004
4;CANGKOL;33.11.08;33.11.08.2005
4;KLUMPRIT;33.11.08;33.11.08.2006
4;KRAGILAN;33.11.08;33.11.08.2007
4;SAPEN;33.11.08;33.11.08.2008
4;JOHO;33.11.08;33.11.08.2009
4;DEMAKAN;33.11.08;33.11.08.2010
4;DUKUH;33.11.08;33.11.08.2011
4;PLUMBON;33.11.08;33.11.08.2012
4;GADINGAN;33.11.08;33.11.08.2013
4;PALUR;33.11.08;33.11.08.2014
4;TRIYAGAN;33.11.08;33.11.08.2015
3;GROGOL;33.11;33.11.09
4;PANDEYAN;33.11.09;33.11.09.2001
4;TELUKAN;33.11.09;33.11.09.2002
4;PARANGJORO;33.11.09;33.11.09.2003
4;PONDOK;33.11.09;33.11.09.2004
4;LANGENHARJO;33.11.09;33.11.09.2005
4;GEDANGAN;33.11.09;33.11.09.2006
4;MADEGONDO;33.11.09;33.11.09.2007
4;GROGOL;33.11.09;33.11.09.2008
4;KADOKAN;33.11.09;33.11.09.2009
4;KWARASAN;33.11.09;33.11.09.2010
4;SANGGRAHAN;33.11.09;33.11.09.2011
4;MANANG;33.11.09;33.11.09.2012
4;BANARAN;33.11.09;33.11.09.2013
4;CEMANI;33.11.09;33.11.09.2014
3;BAKI;33.11;33.11.10
4;NGROMBO;33.11.10;33.11.10.2001
4;MANCASAN;33.11.10;33.11.10.2002
4;GEDONGAN;33.11.10;33.11.10.2003
4;JETIS;33.11.10;33.11.10.2004
4;BENTAKAN;33.11.10;33.11.10.2005
4;KUDU;33.11.10;33.11.10.2006
4;KADILANGU;33.11.10;33.11.10.2007
4;BAKIPANDEYAN;33.11.10;33.11.10.2008
4;MENURAN;33.11.10;33.11.10.2009
4;DUWET;33.11.10;33.11.10.2010
4;SIWAL;33.11.10;33.11.10.2011
4;WARU;33.11.10;33.11.10.2012
4;GENTAN;33.11.10;33.11.10.2013
4;PURBAYAN;33.11.10;33.11.10.2014
3;GATAK;33.11;33.11.11
4;SANGGUNG;33.11.11;33.11.11.2001
4;KAGOKAN;33.11.11;33.11.11.2002
4;BLIMBING;33.11.11;33.11.11.2003
4;KRAJAN;33.11.11;33.11.11.2004
4;GENENG;33.11.11;33.11.11.2005
4;JATI;33.11.11;33.11.11.2006
4;TROSEMI;33.11.11;33.11.11.2007
4;LUWANG;33.11.11;33.11.11.2008
4;KLASEMAN;33.11.11;33.11.11.2009
4;TEMPEL;33.11.11;33.11.11.2010
4;SRATEN;33.11.11;33.11.11.2011
4;WIRONANGGAN;33.11.11;33.11.11.2012
4;TRANGSAN;33.11.11;33.11.11.2013
4;MAYANG;33.11.11;33.11.11.2014
3;KARTASURA;33.11;33.11.12
4;KARTASURA;33.11.12;33.11.12.1002
4;NGADIREJO;33.11.12;33.11.12.1004
4;PUCANGAN;33.11.12;33.11.12.2001
4;NGEMPLAK;33.11.12;33.11.12.2003
4;GUMPANG;33.11.12;33.11.12.2005
4;MAKAMHAJI;33.11.12;33.11.12.2006
4;PABELAN;33.11.12;33.11.12.2007
4;GONILAN;33.11.12;33.11.12.2008
4;SINGOPURAN;33.11.12;33.11.12.2009
4;NGABEYAN;33.11.12;33.11.12.2010
4;WIROGUNAN;33.11.12;33.11.12.2011
4;KERTONATAN;33.11.12;33.11.12.2012
2;KAB. WONOGIRI;33;33.12
3;PRACIMANTORO;33.12;33.12.01
4;GEDONG;33.12.01;33.12.01.1009
4;SUMBERAGUNG;33.12.01;33.12.01.2001
4;JOHO;33.12.01;33.12.01.2002
4;PETIRSARI;33.12.01;33.12.01.2003
4;GAMBIRMANIS;33.12.01;33.12.01.2004
4;SUCI;33.12.01;33.12.01.2005
4;SAMBIROTO;33.12.01;33.12.01.2006
4;WATANGREJO;33.12.01;33.12.01.2007
4;PRACIMANTORO;33.12.01;33.12.01.2008
4;SEDAYU;33.12.01;33.12.01.2010
4;JIMBAR;33.12.01;33.12.01.2011
4;BANARAN;33.12.01;33.12.01.2012
4;TRUKAN;33.12.01;33.12.01.2013
4;TUBOKARTO;33.12.01;33.12.01.2014
4;LEBAK;33.12.01;33.12.01.2015
4;GEBANGHARJO;33.12.01;33.12.01.2016
4;GLINGGANG;33.12.01;33.12.01.2017
4;WONODADI;33.12.01;33.12.01.2018
3;GIRITONTRO;33.12;33.12.02
4;BAYEMHARJO;33.12.02;33.12.02.1004
4;GIRITONTRO;33.12.02;33.12.02.1006
4;NGARGOHARJO;33.12.02;33.12.02.2001
4;TLOGOSARI;33.12.02;33.12.02.2002
4;TLOGOHARJO;33.12.02;33.12.02.2003
4;JATIREJO;33.12.02;33.12.02.2005
4;PUCANGANOM;33.12.02;33.12.02.2007
3;GIRIWOYO;33.12;33.12.03
4;GIRIKIKIS;33.12.03;33.12.03.1002
4;GIRIWOYO;33.12.03;33.12.03.1011
4;TIRTOSUWORO;33.12.03;33.12.03.2001
4;GUWOTIRTO;33.12.03;33.12.03.2003
4;NGANCAR;33.12.03;33.12.03.2004
4;BULUREJO;33.12.03;33.12.03.2005
4;GEDONGREJO;33.12.03;33.12.03.2006
4;PIDEKSO;33.12.03;33.12.03.2007
4;TUKULREJO;33.12.03;33.12.03.2008
4;BUMIHARJO;33.12.03;33.12.03.2009
4;SELOMARTO;33.12.03;33.12.03.2010
4;SEJATI;33.12.03;33.12.03.2012
4;SENDANGAGUNG;33.12.03;33.12.03.2013
4;PLATAREJO;33.12.03;33.12.03.2014
4;SIRNOBOYO;33.12.03;33.12.03.2015
4;TAWANGHARJO;33.12.03;33.12.03.2016
3;BATUWARNO;33.12;33.12.04
4;SELOPURO;33.12.04;33.12.04.1008
4;SENDANGSARI;33.12.04;33.12.04.2001
4;TEGIRI;33.12.04;33.12.04.2002
4;BATUWARNO;33.12.04;33.12.04.2003
4;SUMBEREJO;33.12.04;33.12.04.2004
4;RONGGOJATI;33.12.04;33.12.04.2005
4;SUMBERAGUNG;33.12.04;33.12.04.2006
4;KUDI;33.12.04;33.12.04.2007
3;TIRTOMOYO;33.12;33.12.05
4;TIRTOMOYO;33.12.05;33.12.05.1010
4;NGARJOSARI;33.12.05;33.12.05.1012
4;HARGOSARI;33.12.05;33.12.05.2001
4;DLEPIH;33.12.05;33.12.05.2002
4;WIROKO;33.12.05;33.12.05.2003
4;SUKOHARJO;33.12.05;33.12.05.2004
4;HARGOREJO;33.12.05;33.12.05.2005
4;SIDOREJO;33.12.05;33.12.05.2006
4;GENENGHARJO;33.12.05;33.12.05.2007
4;GIRIREJO;33.12.05;33.12.05.2008
4;HARGANTORO;33.12.05;33.12.05.2009
4;BANYAKPRODO;33.12.05;33.12.05.2011
4;SENDANGMULYO;33.12.05;33.12.05.2013
4;TANJUNGSARI;33.12.05;33.12.05.2014
3;NGUNTORONADI;33.12;33.12.06
4;KEDUNGREJO;33.12.06;33.12.06.1004
4;BEJI;33.12.06;33.12.06.1008
4;WONOHARJO;33.12.06;33.12.06.2001
4;BULUREJO;33.12.06;33.12.06.2002
4;KULUREJO;33.12.06;33.12.06.2003
4;SEMIN;33.12.06;33.12.06.2005
4;BUMIHARJO;33.12.06;33.12.06.2006
4;GEBANG;33.12.06;33.12.06.2007
4;PONDOKSARI;33.12.06;33.12.06.2009
4;NGADIROYO;33.12.06;33.12.06.2010
4;NGADIPIRO;33.12.06;33.12.06.2011
3;BATURETNO;33.12;33.12.07
4;GLESUNGREJO;33.12.07;33.12.07.2001
4;BALEPANJANG;33.12.07;33.12.07.2002
4;WATUAGUNG;33.12.07;33.12.07.2003
4;BELIKURIP;33.12.07;33.12.07.2004
4;BATURETNO;33.12.07;33.12.07.2005
4;GAMBIRANOM;33.12.07;33.12.07.2006
4;TALUNOMBO;33.12.07;33.12.07.2007
4;SARADAN;33.12.07;33.12.07.2008
4;TEMON;33.12.07;33.12.07.2009
4;SETROREJO;33.12.07;33.12.07.2010
4;SENDANGREJO;33.12.07;33.12.07.2011
4;BOTO;33.12.07;33.12.07.2012
4;KEDUNGOMBO;33.12.07;33.12.07.2013
3;EROMOKO;33.12;33.12.08
4;PULOHARJO;33.12.08;33.12.08.1003
4;NGADIREJO;33.12.08;33.12.08.1009
4;BASUHAN;33.12.08;33.12.08.2001
4;PUCUNG;33.12.08;33.12.08.2002
4;SINDUKARTO;33.12.08;33.12.08.2004
4;PANEKAN;33.12.08;33.12.08.2005
4;BALEHARJO;33.12.08;33.12.08.2006
4;SUMBERHARJO;33.12.08;33.12.08.2007
4;MINGGARHARJO;33.12.08;33.12.08.2008
4;TEGALHARJO;33.12.08;33.12.08.2010
4;EROMOKO;33.12.08;33.12.08.2011
4;NGUNGGAHAN;33.12.08;33.12.08.2012
4;TEMPURHARJO;33.12.08;33.12.08.2013
4;PASEKAN;33.12.08;33.12.08.2014
4;NGANDONG;33.12.08;33.12.08.2015
3;WURYANTORO;33.12;33.12.09
4;MOJOPURO;33.12.09;33.12.09.1003
4;WURYANTORO;33.12.09;33.12.09.1007
4;GENUKHARJO;33.12.09;33.12.09.2001
4;SUMBEREJO;33.12.09;33.12.09.2002
4;MLOPOHARJO;33.12.09;33.12.09.2004
4;PULUTAN KULON;33.12.09;33.12.09.2005
4;PULUTAN WETAN;33.12.09;33.12.09.2006
4;GUMIWANG LOR;33.12.09;33.12.09.2008
3;MANYARAN;33.12;33.12.10
4;PAGUTAN;33.12.10;33.12.10.1006
4;PUNDUHSARI;33.12.10;33.12.10.1007
4;KEPUHSARI;33.12.10;33.12.10.2001
4;PIJIHARJO;33.12.10;33.12.10.2002
4;BERO;33.12.10;33.12.10.2003
4;GUNUNGAN;33.12.10;33.12.10.2004
4;KARANGLOR;33.12.10;33.12.10.2005
3;SELOGIRI;33.12;33.12.11
4;KALIANCAR;33.12.11;33.12.11.1007
4;PARE;33.12.11;33.12.11.2001
4;KELORAN;33.12.11;33.12.11.2002
4;KEPATIHAN;33.12.11;33.12.11.2003
4;PULE;33.12.11;33.12.11.2004
4;JENDI;33.12.11;33.12.11.2005
4;SINGODUTAN;33.12.11;33.12.11.2006
4;GEMANTAR;33.12.11;33.12.11.2008
4;JATEN;33.12.11;33.12.11.2009
4;NAMBANGAN;33.12.11;33.12.11.2010
4;SENDANGIJO;33.12.11;33.12.11.2011
3;WONOGIRI;33.12;33.12.12
4;WURYOREJO;33.12.12;33.12.12.1002
4;GIRITIRTO;33.12.12;33.12.12.1003
4;GIRIPURWO;33.12.12;33.12.12.1006
4;GIRIWONO;33.12.12;33.12.12.1007
4;WONOBOYO;33.12.12;33.12.12.1008
4;WONOKARTO;33.12.12;33.12.12.1015
4;SENDANG;33.12.12;33.12.12.2001
4;POKOHKIDUL;33.12.12;33.12.12.2004
4;PURWOREJO;33.12.12;33.12.12.2005
4;BULUSULUR;33.12.12;33.12.12.2009
4;PURWOSARI;33.12.12;33.12.12.2010
4;WONOHARJO;33.12.12;33.12.12.2011
4;MANJUNG;33.12.12;33.12.12.2012
4;WONOKERTO;33.12.12;33.12.12.2013
4;SONOHARJO;33.12.12;33.12.12.2014
3;NGADIROJO;33.12;33.12.13
4;MLOKOMANIS KULON;33.12.13;33.12.13.1009
4;KASIHAN;33.12.13;33.12.13.1010
4;GEMAWANG;33.12.13;33.12.13.2001
4;KERJO KIDUL;33.12.13;33.12.13.2002
4;GEDONG;33.12.13;33.12.13.2003
4;PONDOK;33.12.13;33.12.13.2004
4;KERJO LOR;33.12.13;33.12.13.2005
4;NGADIROJO KIDUL;33.12.13;33.12.13.2006
4;NGADIROJO LOR;33.12.13;33.12.13.2007
4;MLOKOMANIS WETAN;33.12.13;33.12.13.2008
4;JATIMARTO;33.12.13;33.12.13.2011
3;SIDOHARJO;33.12;33.12.14
4;KAYULOKO;33.12.14;33.12.14.1009
4;SIDOHARJO;33.12.14;33.12.14.1012
4;SEMPUKEREP;33.12.14;33.12.14.2001
4;SEMBUKAN;33.12.14;33.12.14.2002
4;TEMPURSARI;33.12.14;33.12.14.2003
4;KEBONAGUNG;33.12.14;33.12.14.2004
4;WIDORO;33.12.14;33.12.14.2005
4;MOJORENO;33.12.14;33.12.14.2006
4;NGABEYAN;33.12.14;33.12.14.2007
4;KEDUNGGUPIT;33.12.14;33.12.14.2008
4;TREMES;33.12.14;33.12.14.2010
4;JATINOM;33.12.14;33.12.14.2011
3;JATIROTO;33.12;33.12.15
4;SANGGRONG;33.12.15;33.12.15.1009
4;JATIROTO;33.12.15;33.12.15.1014
4;BRENGGOLO;33.12.15;33.12.15.2001
4;BOTO;33.12.15;33.12.15.2002
4;GUNO;33.12.15;33.12.15.2003
4;DAWUNGAN;33.12.15;33.12.15.2004
4;NGELO;33.12.15;33.12.15.2005
